,data,target
4421,Who is the president of Bolivia ?,HUM
4422,What cancer is commonly associated with AIDS ?,ENTY
4423,What country did the ancient Romans refer to as Hibernia ?,LOC
4424,Who became president of the U.S. in 1789 ?,HUM
4425,What currents affect the area of the Shetland Islands and Orkney Islands in the North Sea ?,DESC
4426,"In the song `` Yankee Doodle , '' why did Yankee Doodle stick a feather in his cap and call it macaroni ?",DESC
4427,What is the death toll of people dying from tuberculosis ?,NUM
4428,What is a stratocaster ?,DESC
4429,Who kept the most famous diary in the English language ?,HUM
4430,Who is Shirley MacLaine ?,HUM
4431,Where is there information on the novel `` El Cid '' ?,LOC
4432,What 's the name of Pittsburgh 's baseball team ?,HUM
4433,What British monarch 's lap did P.T. Barnum 's Tom Thumb sit in ?,HUM
4434,Who was Jean Nicolet ?,HUM
4435,What do Japanese school uniforms look like ?,DESC
4436,What is the recomended age to switch a child from a crib to a bed ?,NUM
4437,Where are diamonds mined ?,LOC
4438,What comic strip sometimes features a mailman named Beasley ?,ENTY
4439,Who makes the `` cross-your-heart bra '' ?,HUM
4440,What is a turnkey contract ?,DESC
4441,"How does Cos Cob , CT get its name ?",DESC
4442,What causes blue balls ?,DESC
4443,What is software piracy ?,DESC
4444,What 's approaching when a cyclist shouts,ENTY
4445,What jockey won 17 Triple Crown races ?,HUM
4446,How many wings does a flea have ?,NUM
4447,What does it take to become a lawyer ?,ENTY
4448,Name of the powerful white trader in Conrad 's `` Heart of Darkness '' ?,HUM
4449,What country 's flag is field green ?,LOC
4450,Who was nicknamed The Little Corporal ?,HUM
4451,Name the creator of `` The Muppets '' .,HUM
4452,What is the term that describes a word where only one usage has been recorded in all literature ?,ENTY
4453,What is `` the great American family cereal '' ?,ENTY
4454,When does menstruation begin ?,NUM
4455,What was called the world 's largest department store ?,HUM
4456,What is the name of the American swimmer who won seven gold medals in the 1972 Olympics ?,HUM
4457,What is the population in India ?,NUM
4458,What is the theory of equivalence states ?,DESC
4459,What basketball maneuver did Bert Loomis invent ?,ENTY
4460,How old was Stevie Wonder when he signed with Motown Records ?,NUM
4461,Why does tuberculosis afflict people ?,DESC
4462,Who was the first coach of the Cleveland Browns ?,HUM
4463,What 1981 Candice Bergen-Jacqueline Bisset movie was a remake of 1943 's Old Acquaintance ?,ENTY
4464,What are the top 10 colleges in the United States in the field of engineering ?,HUM
4465,How many objects orbit the Earth ?,NUM
4466,Winnie the Pooh is what kind of animal ?,ENTY
4467,What fruit-topped actress was known as The Brazilian Bombshell ?,HUM
4468,What was the Vietnam War ?,DESC
4469,Why are there letters on the telephone ? Why are there no Q or Z ?,DESC
4470,What college produced the most winning Super Bowl quarterbacks ?,HUM
4471,How long is Camptown Racetrack ?,NUM
4472,Rotary engines were manufactured by which company ?,HUM
4473,What 's the tallest piece on a chessboard ?,ENTY
4474,"What were Baffin , Frobisher and Franklin looking for ?",ENTY
4475,Who was the Secretary of War in the Civil War during the Battle of Gettysburg ?,HUM
4476,What is the highest waterfall in the United States ?,LOC
4477,"Who graced the airwaves with such pearls as `` Do ya lo-o-ove me ? Get naked , baby ! '' ?",HUM
4478,Who was the first black golfer to tee off in the Masters ?,HUM
4479,How many flavors does Baskin & Robbins offer ?,NUM
4480,"What Italian city of 155 were Leonardo da Vinci , Michaelangelo , and Machiavelli all working in ?",LOC
4481,How many feet more than 2 is the average height of the Great Wall of China ?,NUM
4482,What is color ?,DESC
4483,What is the most popular sports car color ?,ENTY
4484,How is Paraguay for vacations ?,DESC
4485,What 's the biggest-selling U.S. magazine aimed at a black audience ?,ENTY
4486,How many athletes did Puerto Rico enter in the 1984 Winter Olympics ?,NUM
4487,Name the organization that is presided by a Security Council .,HUM
4488,How do I sing like Elvis Presley ?,DESC
4489,Where can I find a review of Nightmare on Elm Street in a film journal ?,LOC
4490,What are the distinct physical characterstics of the Arabian horse ?,DESC
4491,What is it like to experience a near death episode ?,DESC
4492,What was the backup singing group for Roy Rogers ?,HUM
4493,How does psorisis disappear ?,DESC
4494,Why are there olives in martinis ?,DESC
4495,What ill-fated craft was captained by Ernst Lehmann ?,ENTY
4496,What is the name of the second space shuttle ?,ENTY
4497,What state is the Filenes store located in ?,LOC
4498,What is the root of all evil ?,DESC
4499,What 's the second-highest mountain in the world ?,LOC
4500,How does an ion drive work ?,DESC
4501,What 's the most commonly-spoken language in Belgium ?,ENTY
4502,What major airline has the best safety record in the world ?,HUM
4503,How were the days of the week named ?,DESC
4504,When did the Carolingian period begin ?,NUM
4505,"Where are the apartments in Saint John , New Brunswick ?",LOC
4506,What is the population of the largest Chilean city,NUM
4507,When was the women 's suffrage amendment ratified ?,NUM
4508,What 's the traditional drink at the Kentucky Derby ?,ENTY
4509,How many mountains have been named for Presidents in the continental USA ?,NUM
4510,How do you find the area of a circle ?,DESC
4511,"What is the origin of the word , JJ .",DESC
4512,What is Stefan Edberg 's native country ?,LOC
4513,What is a fear of going to bed ?,ENTY
4514,When was Florida admitted into the Union ?,NUM
4515,Who banned Peter Rose from baseball for betting on games ?,HUM
4516,How much money can a person be fined for having a dog on a beach ?,NUM
4517,The trials resulting from World War II are known as what ?,ENTY
4518,What do you need to do to marry someone in jail ?,DESC
4519,"Who came up with the name , El Nino ?",HUM
4520,What did Mighty Mouse always sing as he went into action ?,DESC
4521,Where was Poe born ?,LOC
4522,What was the name of Randy Craft 's lawyer ?,HUM
4523,What countries does the Mont Blanc Tunnel join ?,LOC
4524,What carries sperm up into the pelvic region ?,ENTY
4525,What is a fear of thunder ?,ENTY
4526,What country borders the most others ?,LOC
4527,What is the longest place name in the U.S. ?,LOC
4528,"What do the letters CE stand for on so many products , particularly electrical , purchased now ?",ABBR
4529,What company markets a shampoo `` for brunettes only '' ?,HUM
4530,What sport is Chris Jogis a top player of ?,ENTY
4531,What was the first domesticated bird ?,ENTY
4532,What book is subtitled The Preservation of Favoured Races in the Struggle for Life ?,ENTY
4533,How can you tell if someone is lying ?,DESC
4534,What information can you get me on Fairground Park in St. Louis,DESC
4535,Who made the deodorant that claimed that it `` actually builds up resistance to odor '' ?,HUM
4536,What nationality is a Sicilian ?,LOC
4537,How many eyes does a bat have ?,NUM
4538,How many islands make up Antigua ?,NUM
4539,What Jewish holiday saw the start of the 1973 Mideast War ?,ENTY
4540,"What are Cobol , Fortran , and Pascal ?",DESC
4541,How many years make up a lustrum ?,NUM
4542,What is the average time to kiss somene ?,NUM
4543,Who is the prime minister of Australia ?,HUM
4544,What does an echidna look like ?,DESC
4545,What are liver enzymes ?,DESC
4546,Who has the only speaking role in `` Silent Movie '' ?,HUM
4547,What is a multiplexer ?,DESC
4548,What is the organizational structure of the New Delhi Indira Gandhi airport ?,ENTY
4549,Who domesticated the wild turkey ?,HUM
4550,What does an ashen-faced eidologist search out the existence of ?,ENTY
4551,Who gave us the `` Rolling Writer '' ?,HUM
4552,Name a technique widely used to detect birth defects ?,ENTY
4553,What is the largest natural lake in Pennsylvania ?,LOC
4554,How can anyone tell if a female had sexual intercourse ?,DESC
4555,What 's the sacred river of India ?,LOC
4556,What suburban housewife and mother of three wrote The Feminine Mystique ?,HUM
4557,When was China 's first nuclear test ?,NUM
4558,What 's a Craps player called ?,ENTY
4559,What is `` the soft drink for adults '' ?,ENTY
4560,What sea surrounds the Cayman Islands ?,LOC
4561,How long was the OJ Simpson trial ?,NUM
4562,"When did Aldous Huxley write , `` Brave New World '' ?",NUM
4563,Which of the five senses develops first ?,ENTY
4564,What is literary criticism ?,DESC
4565,What Broadway show introduced the song Some Enchanted Evening ?,ENTY
4566,What city is the Kentucky Horse Park near ?,LOC
4567,What are the most common breeding birds in the U.S. ?,ENTY
4568,What continent 's second-highest peak is Mont Blanc ?,LOC
4569,"How many times has `` Louie , Louie '' been recorded ?",NUM
4570,Where did the Inuits live ?,LOC
4571,What do insects do through their spiracles ?,DESC
4572,What British female pop singing star of the 1960s and early 1970s was a child actress in the 1940s and '50s ?,HUM
4573,What is the highest number of home runs on record for any one game ?,NUM
4574,The name of the actor who played the detective in the film Kindergarden Cop is what ?,HUM
4575,What sea did the Romans call mare nostrum ?,LOC
4576,What was Einstein 's birthplace ?,LOC
4577,What park contains Firehole River and Fairy Falls ?,LOC
4578,What does the theory of quantum leaps mean in simpler terms ?,DESC
4579,What percent liked Thatcher after she had been in power for a decade ?,NUM
4580,Who invented Make-up ?,HUM
4581,What 's the shape of a camel 's spine ?,ENTY
4582,What state does Charles Robb represent ?,LOC
4583,What is Garry Kasparov famous for ?,DESC
4584,What is the origin of the word ` posh ' ?,DESC
4585,What does a deltiologist collect ?,ENTY
4586,Where is the bridge over the river Kwai ?,LOC
4587,"What does caliente mean , in English ?",DESC
4588,How many days does a typical mayfly live ?,NUM
4589,What Louisiana Senator won a seat that had been held by his father and mother ?,HUM
4590,How do I do this ?,DESC
4591,Who created Dennis the Menace ?,HUM
4592,How do you find oxidation numbers ?,DESC
4593,What kind of wine is Spumante ?,ENTY
4594,How many games are played in a five-team round-robin tournament ?,NUM
4595,How many people in the USA say their number one source of information is the newspaper ?,NUM
4596,What is the state nickname of Mississippi ?,LOC
4597,What is narcolepsy ?,DESC
4598,What film dramatized the Scopes monkey trial ?,ENTY
4599,What American sergeant lost both of his hands in combat during World War II and then went on to act in a single movie for which he won two Oscars ?,HUM
4600,What is the Golden Rule ?,DESC
4601,Where does dew come from ?,LOC
4602,What beer advertised that it had `` three rings '' ?,ENTY
4603,What beer 's name is translated as `` lion brew '' ?,ENTY
4604,What was the claim to fame of King Camp Gillette ?,DESC
4605,What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?,NUM
4606,Where are the leading medical groups specializing in lung diseases ?,LOC
4607,What does a topophobic actor suffer from ?,ENTY
4608,What 's the name of the Wilkes plantation in Gone with the Wind ?,LOC
4609,Who loved Flash Gordon besides Dale ?,HUM
4610,Who was the first woman in space ?,HUM
4611,What U.S. state comes last in an alphabetical list ?,LOC
4612,What is a transistor ?,DESC
4613,When will the millennium officially begin ?,NUM
4614,What is the origin of the word `` amen '' ?,DESC
4615,Stuart Hamblen is considered to be the first singing cowboy of what ?,ENTY
4616,"What is the most important nation in the world , historically ?",LOC
4617,What 's the setting of John Le Carre 's A Small Town in Germany ?,DESC
4618,What month were you born in if your birthstone is sardonyx ?,NUM
4619,What are the `` Star Wars '' satellites ?,DESC
4620,What state is known as the Hawkeye State ?,LOC
4621,What apostle is Taylor Caldwell 's Great Lion of God ?,HUM
4622,What 's destroyed in Genesis 19,ENTY
4623,What first name was Nipsy Russell given at birth ?,HUM
4624,What is prepared mustard ?,DESC
4625,What is the date of Boxing Day ?,NUM
4626,"What card game has variations called Canfield , Klondike and Spider ?",ENTY
4627,"Who was the captain of the tanker , Exxon Valdez , involved in the oil spill in Prince William Sound , Alaska , 1989 ?",HUM
4628,CNN is an acronym for what ?,ABBR
4629,What color are tennis balls ?,ENTY
4630,Where can I get information about cystic fibrosis ?,LOC
4631,How long does it take for Spider-Man 's web to evaporate ?,NUM
4632,What does IBM stand for ?,ABBR
4633,"What according to the Kinsey Institute , is the sexual preference of four percent of American males ?",DESC
4634,Where does the expression `` cloud nine '' come from ?,DESC
4635,What company was the original sponsor of TV 's Superman ?,HUM
4636,How big is the Electoral College ?,NUM
4637,"What year did Degas create the bronze sculpture , `` Fourth Position Front ? ''",NUM
4638,What medium is Stuart Hamblen the first singing cowboy in ?,ENTY
4639,What was the name of the movie that starred Sharon Stone and Arnold Schwarzenegger ?,ENTY
4640,"What makes Black Hills , South Dakota a tourist attraction ?",DESC
4641,"What prison is found in Ossining , New York ?",LOC
4642,"What actor starred in 1980 's Blue Lagoon , 1982 's The Pirate Movie and 1983 's A Night in Heaven ?",HUM
4643,What is the web address at which I can find the e-mail address of a member of the US House of Representatives ?,LOC
4644,What soft drink is most heavily caffeinated ?,ENTY
4645,How can I transport files from one computer to another ?,DESC
4646,What is Head Start ?,DESC
4647,What mountains lie between the Arkansas and Missouri rivers ?,LOC
4648,What 's the difference between sleet and freezing rain ?,DESC
4649,What is the correct way to abbreviate cc. at the bottom of a business letter ?,ABBR
4650,What is Larry King 's job ?,HUM
4651,How many people lived in Nebraska in the mid 1900s ?,NUM
4652,Who was Lacan ?,HUM
4653,What does Salk vaccine prevent ?,ENTY
4654,How many people did the United Nations commit to help restore order and distribute humanitarian relief in Somalia in September 1992 ?,NUM
4655,What company is being bought by Yahoo and how much is the deal worth ?,HUM
4656,What group starred in the movie Rock Around the Clock ?,HUM
4657,What are the cookies in Internet ?,DESC
4658,What is the time it takes a typist to type a screenplay that is 100 pages long ?,NUM
4659,What does camera-ready art mean ?,DESC
4660,How much folic acid should a pregnant woman get each day ?,NUM
4661,What German city do Italians call The Monaco of Bavaria ?,LOC
4662,What is the largest city on the Great Lakes ?,LOC
4663,What Asian city boasts the world 's biggest bowling alley ?,LOC
4664,What first-aid product `` Helps the hurt stop hurting '' ?,ENTY
4665,What country is located at 13 degrees North latitude and 10 degrees East longitude ?,LOC
4666,What is a biologist ?,DESC
4667,What comedian was banned from the Ed Sullivan Show for allegedly making an obscene gesture at the show 's host ?,HUM
4668,What civilization invented the arch ?,HUM
4669,Who awarded The Flying Fickle Finger of Fate ?,HUM
4670,What Shakespeare play opens with the line,ENTY
4671,What was the orca 's name that died of a fungal infection at Sea World ?,ENTY
4672,What did the crocodile swallow in Peter Pan ?,ENTY
4673,What happened to Moon Maiden ?,DESC
4674,What two cities usually mark the extremes of English Channel swims ?,LOC
4675,What does a polyorchid man have at least three of ?,ENTY
4676,What North American city sprouts the most parking meters ?,LOC
4677,What London museum features a Chamber of Horrors ?,LOC
4678,How many people have died of tuberculosis ?,NUM
4679,How fast does the fastest car go ?,NUM
4680,What was the target rate for M3 growth in 1992 ?,NUM
4681,What was Simple Simon fishing for in his mother 's pail ?,ENTY
4682,What country boasts the southernmost point in continental Europe ?,LOC
4683,What was the eighth day following the Nones in each month of the Roman calendar called ?,ENTY
4684,What two US biochemists won the Nobel Prize in medicine in 1992 ?,HUM
4685,"What river runs through Colorado , Kansas , and Oklahoma ?",LOC
4686,What country owns Corsica ?,LOC
4687,How much did Lucy Van Pelt originally charge for psychiatric sessions ?,NUM
4688,What was the name of `` The Muppets '' creator ?,HUM
4689,"What product `` doubles your pleasure , doubles your fun '' ?",ENTY
4690,Where is Burma ?,LOC
4691,What color is the cross on Switzerland 's flag ?,ENTY
4692,Who is the leader of India ?,HUM
4693,How does the Nintendo `` Zapper '' work ?,DESC
4694,What is an Angelus ?,DESC
4695,What year did the United States pass the Copyright law ?,NUM
4696,What kind of organization is ` Last Chance for Animals ' ?,HUM
4697,What international sport was originally called hurley ?,ENTY
4698,Name 11 famous martyrs .,HUM
4699,What is the definition of `` chancery '' file in real estate ?,DESC
4700,When was `` the Great Depression '' ?,NUM
4701,Where is Tornado Alley ?,LOC
4702,Where can an individual get a contact lens tested that burned the entire surface of eye when new ?,LOC
4703,Why do movie and TV stars get paid so much ?,DESC
4704,Who betrayed Norway to the Nazis ?,HUM
4705,What Lewis Carroll book introduced Humpty Dumpty to the world ?,ENTY
4706,Who invented the lawnmower ?,HUM
4707,What scale measures earthquakes ?,ENTY
4708,How did water appear on the earth ?,DESC
4709,What fruit does the ficus produce ?,ENTY
4710,What is the origin of the word `` tampon '' ?,DESC
4711,Name a ballet company Mikhail Baryshnikov has danced for ?,HUM
4712,How do you say I love you in Spanish ?,ENTY
4713,Name the scar-faced bounty hunter of The Old West .,HUM
4714,What is the name of the medical condition in which a baby is born without a brain ?,ENTY
4715,Why is Microsoft 's Windows 3 such a successful computer program ?,DESC
4716,What does pH stand for ?,ABBR
4717,How do I start a web based business ?,DESC
4718,What 's the Olympic motto ?,DESC
4719,What is the name given to the Islamic counterpart of the Red Cross ?,ENTY
4720,Who is the prime minister of Japan ?,HUM
4721,What was the name of that popular song the Creeps sang ?,ENTY
4722,What does the word LASER mean ?,ABBR
4723,What is the normal resting heart rate of a healthy adult ?,NUM
4724,What animal migrates the farthest ?,ENTY
4725,What Erica Jong novel deals with Isadora Wing 's fear ?,ENTY
4726,Who 's the founder and editor of The National Review ?,HUM
4727,About how many soldiers died in World War II ?,NUM
4728,How much does a new railroad coal car cost ?,NUM
4729,Which magazine is `` fine entertainment for men '' ?,ENTY
4730,How many years did Shea & Gould practice law in Los Angeles ?,NUM
4731,What is the procedure called for drilling a hole in your skull to acheive a higher consciousness ?,ENTY
4732,What tennis term is said to come from the French word for egg ?,ENTY
4733,What two states is Washington D.C. between ?,LOC
4734,How long do you have to pay back debt after claiming chapter 11 bankruptcy ?,NUM
4735,What do Christian Scientists believe in ?,DESC
4736,What is the C programming language ?,DESC
4737,How many milligrams are in a gram ?,NUM
4738,What are the names of the different toes ?,ENTY
4739,What are the first six words of Dickens 's A Tale of Two Cities ?,ENTY
4740,Who said,HUM
4741,When did Nixon die ?,NUM
4742,What 's the difference between TFT and dual-scan display ?,DESC
4743,What 's the literary term for a play on words ?,ENTY
4744,When did the last Americans leave Vietnam ?,NUM
4745,When did the neanderthal man live ?,NUM
4746,What was the occupation of Mandy Rice-Davies ?,HUM
4747,What 's the international radio code word for the letter B ?,ENTY
4748,How did shipyard inspector James J. Kilroy designate equipment as being satisfactory ?,DESC
4749,What is the name of the company that manufactures the `` American Girl '' doll collection ?,HUM
4750,When did Charles Lindbergh die ?,NUM
4751,What is the longest English word ?,ENTY
4752,What does gringo mean ?,DESC
4753,What is Michael Jackson 's middle name ?,HUM
4754,"How can I find online spelling , and punctuation drills for my 6th grader ?",DESC
4755,What is RAM in the computer ?,ABBR
4756,What are some mythology websites ?,LOC
4757,Why were red M&Ms discontinued then brought back ?,DESC
4758,What country is the world 's largest importer of cognac ?,LOC
4759,What is the leading pecan and peanut growing state ?,LOC
4760,What is a bourdon tube ?,DESC
4761,Name the largest country in South America .,LOC
4762,Who runs Andy Capp 's favorite pub ?,HUM
4763,Who said of Super Bowl III in 1969,HUM
4764,What is the name of the police officer who tried to keep order in Top Cat 's neighborhood ?,HUM
4765,What are the rites accompanying the circumcision of a newly born-child in Judaism called ?,ENTY
4766,"How much does it cost to have a tree planted by dialing , 900 , 740-TREE ?",NUM
4767,How come light bulbs go out ?,DESC
4768,What ability has the silkworm moth lost through domestication ?,ENTY
4769,"Where can I find scientific data , `` research papers , '' on textile engineering ?",LOC
4770,How do I tie a tie ?,DESC
4771,What is Srpska Krajina ?,DESC
4772,How does the chain of command work inside an US army Apache helicopter ?,DESC
4773,What comedian has a legendary reputation for stealing jokes ?,HUM
4774,What are Cushman and Wakefield known for ?,DESC
4775,How much energy is released when oxygen and hydrogen mix ?,NUM
4776,What journalist can be found in and around Walden Puddle ?,HUM
4777,What are the chances of pregnacy if the penis does not penetrate the vagina ?,NUM
4778,What did John Hinckley do to impress Jodie Foster ?,DESC
4779,What 1966 boob tube bomb took astronauts back to prehistoric times ?,ENTY
4780,Where did Gulliver find a race of tiny people ?,LOC
4781,What comedienne calls her sister-in-law Captain Bligh and her mother-in-law Moby Dick ?,HUM
4782,"What is the population of Arcadia , Florida ?",NUM
4783,How do they get Teflon to stick to the pan ?,DESC
4784,What are the characters ' names in the Scooby-Doo cartoon ?,HUM
4785,How many small businesses are there in the U.S .,NUM
4786,What baseball player was walked the most times ?,HUM
4787,What does Knight Ridder publish ?,ENTY
4788,What country 's capital was formed when Pesth and Buda merged ?,LOC
4789,Who discovered imaginary numbers ?,HUM
4790,What famous male vocalist has the same name as the composer of the opera Hansel and Gretel ?,HUM
4791,What is a Chinese `` spouting '' bowl ?,DESC
4792,What English playwright penned,HUM
4793,Which former Ku Klux Klan member won an elected office in the U.S. ?,HUM
4794,Who created the character James Bond ?,HUM
4795,"Where can I find a tape or book to help me say , write and understand Japanese ?",LOC
4796,How do you tell somebody you like them ?,DESC
4797,Where did the energy for the Big Bang come from ?,DESC
4798,Silly putty was invented by whom ?,HUM
4799,What religion has the most members ?,ENTY
4800,What cooking oil has `` corn goodness '' ?,ENTY
4801,What is the pig population of the world ?,NUM
4802,"What is the meaning of caliente , in English , ?",DESC
4803,What is the average cost for four years of medical school ?,NUM
4804,Which company that manufactures video-game hardware sells the `` super system '' ?,HUM
4805,What is California 's state bird ?,ENTY
4806,What are my legal rights in an automobile repossession in California ?,DESC
4807,Who is Terrence Malick ?,HUM
4808,Colin Powell is most famous for what ?,DESC
4809,What does the number `` 5 '' stand for on FUBU clothing ?,ABBR
4810,Where does `` bovine '' come from ?,DESC
4811,"Who died with more than 1 , 000 U.S. patents to his credit ?",HUM
4812,What is usenet for the Internet ?,DESC
4813,Why did the world enter a global depression in 1929 ?,DESC
4814,What is the largest museum in the world ?,LOC
4815,What is the best art and design school in the world ?,HUM
4816,What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?,ENTY
4817,What was the name of the cook on Rawhide ?,HUM
4818,What is the name of the country which Hitler ruled ?,LOC
4819,What is the name of the Islamic counterpart to the Red Cross ?,ENTY
4820,How many stars are there on the Soviet Union 's flag ?,NUM
4821,What 's the most popular form of gambling with women in Las Vegas ?,ENTY
4822,Who invented basketball ?,HUM
4823,Why are the ears your center of balance ?,DESC
4824,What does each of the utilities cost in Monopoly ?,NUM
4825,What is a fear of strong light ?,ENTY
4826,How much did the first Barbie doll sell for in 1959 ?,NUM
4827,What is the difference between a classical and an acoustic guitar ?,DESC
4828,Name an American made motorcycle .,ENTY
4829,Why do airliners crash vs. gliding down ?,DESC
4830,What century did art 's Romantic Period begin in ?,NUM
4831,How is plastic made ?,DESC
4832,Who was the last U.S. president to reinstate Selective Service registration ?,HUM
4833,What is the definition of spamming ?,DESC
4834,What city 's the kickoff point for climbs of Mount Everest ?,LOC
4835,What is a fear of reptiles ?,ENTY
4836,What is the circumorbital hematoma ?,DESC
4837,"What country was first to use the airplane as a weapon of war , against the Turks in Libya ?",LOC
4838,How did the months of the year get there name ?,DESC
4839,Who won Oscars for her roles in Gone with the Wind and A Streetcar Named Desire ?,HUM
4840,Which Doonesbury character was likely to turn into a werewolf ?,HUM
4841,What 's the tallest building in New York City ?,LOC
4842,What actor and actress have made the most movies ?,HUM
4843,What does Warner Bros. call a flightless cuckoo ?,ENTY
4844,What did the Chinese emperor present to the English soldier Gordon in recognition of his services in quelling rebellions ?,ENTY
4845,What 's the meaning of the Latin battle cry,DESC
4846,"How many times was pitcher , Warren Spahn , a 20-game winner in his 21 major league seasons ?",NUM
4847,What is a fear of hair ?,ENTY
4848,How often are quadruplets born ?,NUM
4849,What is the origin of the word `` sideburns '' ?,DESC
4850,How many astronauts have been on the moon ?,NUM
4851,When did the Dow first reach ?,NUM
4852,How did Lee Harvey Oswald purchase his rifle ?,DESC
4853,Where can I buy a hat like the kind Jay Kay from Jamiroquai wears ?,LOC
4854,What are the words to the song sung by `` Banana in Pajamas '' ?,DESC
4855,What country is the setting for Edgar Allan Poe 's The Pit and the Pendulum ?,LOC
4856,What was the filling in the first golf balls ?,DESC
4857,What are `` darning needles '' and `` horse stingers '' better known as ?,ENTY
4858,What 's the second-largest island in the world ?,LOC
4859,What is the largest lake in North America ?,LOC
4860,Who created Harry Lime ?,HUM
4861,"What President was buried at his ancestral home overlooking the Hudson River at Hyde Park , New York ?",HUM
4862,What was the infamous pseudonym of Peter Sutcliffe ?,HUM
4863,How many varieties of twins are there ?,NUM
4864,What is Occam 's Razor ?,DESC
4865,"What element , from the Periodic Table , is a gas or a solid , but never a liquid ?",ENTY
4866,What 1920s cowboy star rode Tony the Wonder Horse ?,HUM
4867,Who was the first Holy Roman Emperor ?,HUM
4868,What state did Helen Keller call home ?,LOC
4869,Where is the world 's most active volcano located ?,LOC
4870,Who wrote Brave New World ?,HUM
4871,What is Ray Bradbury 's illustrated man illustrated with ?,ENTY
4872,What happened to Pompeii ?,DESC
4873,What is LMDS ?,ABBR
4874,Who was the only president to serve two nonconsecutive terms ?,HUM
4875,Who was the only U.S. President to wear a Nazi uniform ?,HUM
4876,Where is Ayer 's rock ?,LOC
4877,What company named one of its pens `` The Banana '' ?,HUM
4878,What 's the proud claim to fame of the young women who formed Kappa Alpha Theta ?,DESC
4879,What is tumbled marble ?,DESC
4880,What South Vietnamese president was assassinated by his generals in 1963 ?,HUM
4881,What caused Shea & Gould to close their L.A. office ?,DESC
4882,What businesses or agencies would do an employment verification ?,HUM
4883,What are pomegranates ?,DESC
4884,Where did the term `` 69 '' come from ?,DESC
4885,Who is the founder of Scientology ?,HUM
4886,What age followed the Bronze Age ?,ENTY
4887,What animal was the heat-seeking missile called the Sidewinder named for ?,ENTY
4888,What 's the fifth-largest country in the world ?,LOC
4889,What 's the abbreviation for limited partnership ?,ABBR
4890,What household products are there for adult acne ?,ENTY
4891,What is the deepest area of the Arctic Ocean ?,LOC
4892,What penalty space lies between Baltic Avenue and Reading Railroad on a Monopoly board ?,ENTY
4893,What new year is celebrated on February 16th ?,ENTY
4894,Mississippi is nicknamed what ?,ENTY
4895,How old is the sun ?,NUM
4896,What Italian liner was hijacked in 1985 ?,ENTY
4897,What did a 16th-century Aztec athlete get for putting a rubber ball through a ring ?,ENTY
4898,Who created `` The Muppets '' ?,HUM
4899,Shea and Gould had an office in Los Angeles for how long before closing it ?,NUM
4900,What did Abolitionists try to end ?,ENTY
4901,What function does a community 's water tower serve ?,DESC
4902,"Who portrayed Etta Place , companion to Butch Cassidey and the Sundance Kid ?",HUM
4903,What time of year do most people fly ?,NUM
4904,Madonna advertises for what soft drink ?,ENTY
4905,What is the name of the planet that the Ewoks live on ?,LOC
4906,What shrubs can be planted that will be safe from deer ?,ENTY
4907,Where can I find the schematics to the windshield wiper mechanism ?,LOC
4908,Who was the architect of Central Park ?,HUM
4909,What does Larry King do for a living ?,HUM
4910,"What is the main language of Sao Paulo , Brazil ?",ENTY
4911,What city is sometimes called The Athens of Switzerland ?,LOC
4912,When did the Chernobyl nuclear accident occur ?,NUM
4913,Who was Ben Casey 's boss ?,HUM
4914,Which of the following celebrities started his show-biz career as a disc jockey ?,HUM
4915,What 's the hardest substance in the human body ?,ENTY
4916,Jackson Pollock is of what nationality ?,LOC
4917,What is a language spoken by the Sioux ?,ENTY
4918,Who was the famous door-to-door brush salesman ?,HUM
4919,Who is the current prime minister and president of Russia ?,HUM
4920,What Broadway musical was inspired by Cervantes 's Don Quixote ?,ENTY
4921,What did Cool Hand Luke go to jail for ?,DESC
4922,When did the American Civil War end ?,NUM
4923,What is the filmmakers collabrative ?,DESC
4924,How many children under 18 are victims of some sort of Physical Abuse each year ?,NUM
4925,What is the origin of thank you notes ?,DESC
4926,Who made the first surfboard ?,HUM
4927,What is the origin of the word `` mushroom '' ?,DESC
4928,What British TV series inspired All in the Family ?,ENTY
4929,Where is Basque country located ?,LOC
4930,In which Tennessee Williams play is one of the characters killed and devoured by a mob of starving children ?,ENTY
4931,What 's the name of Jacques Cousteau 's research ship ?,ENTY
4932,What steps can be taken to prevent diabetes ?,DESC
4933,What was the Long March in China ?,DESC
4934,What does the number 33 on the Rolling Rock beer bottle mean ?,DESC
4935,What country is the origin of the band the Creeps ?,LOC
4936,Who played Sally Rogers on The Dick Van Dyke Show ?,HUM
4937,How long does cocaine stay in your system ?,NUM
4938,What was Joe Namath 's first contract worth ?,NUM
4939,"Of children between the ages of two and eleven , what percentage watch `` The Simpsons '' ?",NUM
4940,How did serfdom develop in and then leave Russia ?,DESC
4941,What professional cricketer 's son wrote The War of the Worlds in 1898 ?,HUM
4942,How many people own pets ?,NUM
4943,Who wrote,HUM
4944,What city has the two steepest streets in the U.S. ?,LOC
4945,What comedian was born Allen Stewart Konigsberg ?,HUM
4946,Why do girls have to wear training bras ?,DESC
4947,What was Mel Gibson 's first movie ?,ENTY
4948,What game is fatal to anybody over 21 ?,ENTY
4949,Why do people in the upper peninsula of Michagin say `` eh ? '' ?,DESC
4950,What is an annotated bibliography ?,DESC
